"UF","CNPJ","CEP","IE","FLAGS","IND_ORGAO_GOVERNAMENTAL","COD_NATUREZA_JURIDICA","TICO_CODIGO","ENTE_FEDERATIVO","INSCR_SUFRAMA","AMOSTRA_DE","CHAVE_AMOSTRA"
"PB","38.370.188/0001-32","58410440","ISENTO","","N","","06","","","UF","PB"
"PB","00.460.120/0001-71","58058663","ISENTO","","N","","06","","","UF","PB"
"PB","60.537.263/1316-94","58400258","ISENTO","","N","204-6","06","","","UF","PB"
"PB","13.039.442/0002-74","58187000","163530963","","N","206-2","03","","","UF","PB"
"PB","08.568.537/0001-64","58180000","160308208","","N","206-2","03","","","UF","PB"
"PB","15.115.535/0001-85","58039050","ISENTO","","N","","06","","","UF","PB"
"PB","48.023.108/0001-26","58404772","ISENTO","","N","","06","","","UF","PB"
"PB","09.502.108/0001-57","58073470","ISENTO","","N","206-2","06","","","UF","PB"
"PB","23.050.543/0001-19","58102630","162577036","","N","","03","","","UF","PB"
"PB","45.974.132/0001-52","58071120","ISENTO","","N","","06","","","UF","PB"
"PB","46.044.242/0001-88","58432782","164310045","","N","213-5","03","","","UF","PB"
"PB","09.288.127/0001-22","58765000","ISENTO","","N","","06","","","UF","PB"
"PB","50.798.920/0001-75","58043100","164664173","","N","","03","","","UF","PB"
"PB","23.447.149/0001-19","58660970","162609566","","N","","03","","","UF","PB"
"PB","33.861.710/0001-65","58046220","ISENTO","","N","","06","","","UF","PB"
"PB","59.075.947/0001-04","58401718","165189207","","N","206-2","03","","","UF","PB"
"PB","00.000.000/0759-57","58800010","ISENTO","","S","203-8","06","UNIAO","","UF","PB"
"PB","04.227.467/0026-88","58117000","164265813","","N","206-2","03","","","UF","PB"
"PB","12.800.758/0001-93","58013420","ISENTO","","N","","06","","","UF","PB"
"PB","45.987.065/0001-00","58045250","164305297","","N","206-2","03","","","UF","PB"
"PB","07.727.123/0001-78","58039111","ISENTO","","N","206-2","06","","","UF","PB"
"PB","00.000.000/0453-73","58380000","ISENTO","","S","203-8","06","UNIAO","","UF","PB"
"PB","47.960.950/0757-25","58320000","162005750","","N","","03","","","UF","PB"
"PB","03.619.765/0001-00","58036570","ISENTO","","N","206-2","06","","","UF","PB"
"PB","30.142.072/0001-34","58038070","164358757","","N","","03","","","UF","PB"
"PB","10.739.860/0003-67","58322900","161091555","","N","","03","","","UF","PB"
"PB","18.881.584/0001-17","58038102","162391056","","N","206-2","03","","","UF","PB"
"PB","40.782.127/0001-24","58402300","ISENTO","","N","","06","","","UF","PB"
"PB","53.033.869/0001-07","58042050","164822666","","N","206-2","03","","","UF","PB"
"PB","49.689.875/0001-31","58074084","164586237","","N","","03","","","UF","PB"
"PB","53.172.768/0001-09","58031140","ISENTO","","N","","06","","","UF","PB"
"PB","41.325.400/0001-54","58042080","163939691","","N","213-5","03","","","UF","PB"
"PB","59.863.356/0001-00","58037050","165241535","","N","","03","","","UF","PB"
"PB","08.707.473/0001-35","58401393","ISENTO","","N","214-3","06","","","UF","PB"
"PB","26.821.973/0001-85","58401718","162860641","","N","","03","","","UF","PB"
"PB","09.223.256/0001-32","58865000","ISENTO","","N","","06","","","UF","PB"
"PB","07.774.179/0001-83","58117000","161477445","","N","206-2","03","","","UF","PB"
"PB","21.548.501/0001-87","58040320","162439440","","N","206-2","03","","","UF","PB"
"PB","22.731.246/0001-76","58040904","ISENTO","","N","206-2","06","","","UF","PB"
"PB","45.579.602/0001-83","58059132","164278389","","N","206-2","03","","","UF","PB"
"PB","19.789.633/0002-30","58084102","164000658","","N","206-2","03","","","UF","PB"
"PB","00.000.000/1477-02","58580000","ISENTO","","S","203-8","06","UNIAO","","UF","PB"
"PB","12.912.622/0001-75","58020540","160921740","","N","206-2","03","","","UF","PB"
"PB","06.057.223/0296-68","58414060","162708610","","N","204-6","03","","","UF","PB"
"PB","58.503.577/0001-04","58042006","ISENTO","","N","206-2","06","","","UF","PB"
"PB","51.077.801/0001-96","58424234","ISENTO","","N","206-2","06","","","UF","PB"
"PB","03.075.338/0001-09","58036623","ISENTO","","N","","06","","","UF","PB"
"PB","41.130.733/0001-28","58428800","ISENTO","","N","399-9","06","","","UF","PB"
"PB","08.282.077/0001-03","58082228","161496059","","N","206-2","03","","","UF","PB"
"PB","35.053.747/0001-92","58066150","ISENTO","","N","","06","","","UF","PB"
"PB","08.811.119/0008-22","58123000","160239362","","N","206-2","03","","","UF","PB"
"PB","06.845.408/0012-01","58360000","ISENTO","","N","","06","","","UF","PB"
"PB","20.873.342/0001-23","58070000","162450591","","N","","03","","","UF","PB"
"PB","48.626.280/0001-74","58051022","ISENTO","","N","","06","","","UF","PB"
"PB","27.731.565/0001-03","58013251","162983085","","N","213-5","03","","","UF","PB"
"PB","00.000.000/4297-83","58050081","ISENTO","","S","203-8","06","UNIAO","","UF","PB"
"PB","00.000.000/3015-58","58780000","ISENTO","","S","203-8","06","UNIAO","","UF","PB"
"PB","45.230.856/0001-91","58135000","164243984","","N","","03","","","UF","PB"
"PB","27.358.371/0002-87","58037648","ISENTO","","N","206-2","06","","","UF","PB"
"PB","01.179.091/0001-37","58303899","161119263","","N","206-2","03","","","UF","PB"
"PB","14.666.791/0001-06","58410180","ISENTO","","N","","06","","","UF","PB"
"PB","52.612.859/0001-55","58040110","ISENTO","","N","","06","","","UF","PB"
"PB","16.798.671/0001-80","58280000","ISENTO","","N","","06","","","UF","PB"
"PB","00.399.857/0045-47","58030900","","","N","","04","","","UF","PB"
"PB","18.081.219/0001-28","58410215","ISENTO","","N","","06","","","UF","PB"
"PB","09.315.853/0001-97","58322000","161551939","","N","","03","","","UF","PB"
"PB","29.987.896/0001-26","58870000","163126526","","N","","03","","","UF","PB"
"PB","48.702.129/0001-78","58030021","ISENTO","","N","","06","","","UF","PB"
"PB","35.409.236/0001-60","58407475","163564019","","N","","03","","","UF","PB"
"PB","12.039.166/0001-09","58701000","ISENTO","","N","","06","","","UF","PB"
"PB","35.715.234/0008-76","58034045","161445462","","N","205-4","03","","","UF","PB"
"PB","08.778.268/0001-60","58040903","ISENTO","","S","102-3","06","PB","","UF","PB"
"PB","09.110.115/0001-03","58030000","ISENTO","","N","","06","","","UF","PB"
"PB","28.829.715/0001-70","58823000","163036772","","N","","03","","","UF","PB"
"PB","18.995.457/0001-49","58030224","162213131","","N","","03","","","UF","PB"
"PB","40.945.446/0001-03","58475000","161342507","","N","","03","","","UF","PB"
"PB","08.966.053/0001-73","58600000","160514657","","N","206-2","03","","","UF","PB"
"PB","97.837.181/0039-10","58082797","161761720","","N","204-6","03","","","UF","PB"
"PB","08.060.934/0001-20","58805150","161923534","","N","","03","","","UF","PB"
"PB","03.010.559/0001-90","58935000","161230849","","N","206-2","03","","","UF","PB"
"PB","09.089.720/0001-40","58042050","161537138","","N","","03","","","UF","PB"
"PB","13.844.920/0001-38","58400290","161846750","","N","206-2","03","","","UF","PB"
"PB","09.053.134/0011-17","58028873","ISENTO","","N","","06","","","UF","PB"
"PB","45.575.691/0001-90","58225000","ISENTO","","N","","06","","","UF","PB"
"PB","17.262.153/0001-00","58400268","ISENTO","","N","206-2","06","","","UF","PB"
"PB","27.449.690/0001-17","58400565","ISENTO","","N","","06","","","UF","PB"
"PB","25.252.304/0001-77","58013030","ISENTO","","N","","06","","","UF","PB"
"PB","30.859.063/0001-69","58400344","ISENTO","","N","","06","","","UF","PB"
"PB","28.246.246/0002-48","58417065","163268070","","N","","03","","","UF","PB"
"PB","07.698.967/0001-38","58013120","ISENTO","","N","","06","","","UF","PB"
"PE","20.400.830/0001-13","51020280","ISENTO","","N","206-2","06","","","UF","PE"
"PE","42.923.759/0001-96","52050370","112573932","","N","","03","","","UF","PE"
"PE","24.503.479/0001-47","50030310","ISENTO","","N","","06","","","UF","PE"
"PE","08.769.549/0006-61","55595069","116731842","","N","206-2","03","","","UF","PE"
"PE","36.678.057/0001-91","50670570","088055639","","N","213-5","03","","","UF","PE"
"PE","23.862.700/0001-90","53270360","ISENTO","","N","399-9","06","","","UF","PE"
"PE","09.045.758/0001-10","50040080","17585864","","N","","03","","","UF","PE"
"PE","00.000.000/1362-55","56163000","ISENTO","","S","203-8","06","UNIAO","","UF","PE"
"PE","10.734.681/0001-75","50610380","037829807","","N","","03","","","UF","PE"
"PE","10.519.617/0001-71","54290280","ISENTO","","N","","06","","","UF","PE"
"PE","28.528.698/0001-31","56506650","ISENTO","","N","","06","","","UF","PE"
"PE","51.606.339/0001-77","50761640","112052029","","N","206-2","03","","","UF","PE"
"PE","73.696.817/0001-10","51030300","ISENTO","","N","206-2","06","","","UF","PE"
"PE","10.667.467/0001-43","50030901","ISENTO","","N","206-2","06","","","UF","PE"
"PE","00.348.003/0041-08","56334899","006465129","","S","201-1","03","*****","","UF","PE"
"PE","55.144.682/0001-06","50100130","ISENTO","","N","","06","","","UF","PE"
"PE","00.331.801/0015-35","50670902","ISENTO","","N","","06","","","UF","PE"
"PE","01.104.932/0009-02","52040000","ISENTO","","N","322-0","06","","","UF","PE"
"PE","63.476.592/0001-32","55024740","049435205","","N","206-2","03","","","UF","PE"
"PE","15.624.575/0001-52","55641155","49135406","","N","","03","","","UF","PE"
"PE","32.160.505/0001-00","50070335","ISENTO","","N","","06","","","UF","PE"
"PE","20.907.030/0001-93","55900000","059093099","","N","206-2","03","","","UF","PE"
"PE","01.340.384/0005-88","55900000","105205893","","N","","03","","","UF","PE"
"PE","18.478.889/0001-82","54800000","053822110","","N","","03","","","UF","PE"
"PE","05.550.261/0001-07","52020015","029982979","","N","206-2","03","","","UF","PE"
"PE","04.423.830/0001-82","55125000","028197836","","N","","03","","","UF","PE"
"PE","08.174.500/0001-51","50100015","ISENTO","","N","206-2","06","","","UF","PE"
"PE","07.594.978/0551-50","52011050","ISENTO","","N","","06","","","UF","PE"
"PE","09.326.514/0003-78","51150003","036258938","","N","206-2","03","","","UF","PE"
"PE","24.455.677/0016-69","52071500","ISENTO","","N","206-2","06","","","UF","PE"
"PE","02.607.815/0003-20","51111030","ISENTO","","N","206-2","06","","","UF","PE"
"PE","07.955.100/0004-63","55500000","101698810","","N","206-2","03","","","UF","PE"
"PE","00.000.000/4835-67","51010000","ISENTO","","S","203-8","06","UNIAO","","UF","PE"
"PE","11.238.037/0001-79","55520000","006057357","","N","213-5","03","","","UF","PE"
"PE","49.451.521/0001-54","51011051","ISENTO","","N","","06","","","UF","PE"
"PE","35.665.003/0001-29","51110160","ISENTO","","N","205-4","06","","","UF","PE"
"PE","49.458.991/0001-40","56504140","108873773","","N","","03","","","UF","PE"
"PE","14.149.032/0002-49","55680000","081333609","","N","206-2","03","","","UF","PE"
"PE","24.661.044/0001-20","55590000","ISENTO","","N","","06","","","UF","PE"
"PE","13.932.679/0003-60","52011005","066918383","","N","","03","","","UF","PE"
"PE","43.060.020/0001-60","54518435","098234927","","N","","03","","","UF","PE"
"PE","10.614.676/0001-29","56640000","ISENTO","","N","206-2","06","","","UF","PE"
"PE","05.048.054/0001-40","53030010","ISENTO","","N","","06","","","UF","PE"
"PE","10.797.029/0001-08","50610190","ISENTO","","N","","06","","","UF","PE"
"PE","70.203.799/0009-56","50710001","096246863","","N","206-2","03","","","UF","PE"
"PE","59.169.407/0001-90","55660000","122518446","","N","","03","","","UF","PE"
"PE","56.416.022/0001-91","55014380","118903713","","N","206-2","03","","","UF","PE"
"PE","29.781.616/0001-29","54350355","075964562","","N","","03","","","UF","PE"
"PE","12.658.530/0001-00","56512460","ISENTO","","N","","06","","","UF","PE"
"PE","23.973.036/0001-57","56200000","ISENTO","","N","","06","","","UF","PE"
"PE","10.321.318/0001-28","50950015","037141520","","N","","03","","","UF","PE"
"PE","00.142.177/0001-22","56308050","ISENTO","","N","","06","","","UF","PE"
"PE","29.744.778/3767-23","50040000","ISENTO","","N","","06","","","UF","PE"
"PE","43.562.928/0001-72","55900000","099184184","","N","","06","","","UF","PE"
"PE","11.114.787/0001-39","55190329","038478455","","N","206-2","03","","","UF","PE"
"PE","02.472.105/0003-30","55014000","030749352","","N","206-2","03","","","UF","PE"
"PE","08.812.893/0001-81","53290010","010110305","","N","206-2","03","","","UF","PE"
"PE","30.169.043/0001-66","51021070","ISENTO","","N","","06","","","UF","PE"
"PE","14.139.773/0001-68","50030170","105580201","","N","","03","","","UF","PE"
"PE","16.355.380/0001-17","51160330","029853222","","N","205-4","03","","","UF","PE"
"PE","05.136.779/0001-90","50060004","","","N","","04","","","UF","PE"
"PE","24.550.799/0001-58","54440620","066815142","","N","206-2","03","","","UF","PE"
"PE","29.130.418/0001-03","54400171","ISENTO","","N","303-4","06","","","UF","PE"
"PE","11.514.996/0001-70","53370680","ISENTO","","N","206-2","06","","","UF","PE"
"PE","19.804.448/0001-96","52011040","ISENTO","","N","","06","","","UF","PE"
"PE","92.664.028/0098-74","54503010","121122670","","N","206-2","03","","","UF","PE"
"PE","29.539.571/0001-80","52011200","075638681","","N","213-5","03","","","UF","PE"
"PE","00.000.000/7647-36","50030900","ISENTO","","S","203-8","06","UNIAO","","UF","PE"
"PE","05.477.011/0001-80","52061410","ISENTO","","N","","06","","","UF","PE"
"PE","00.629.724/0001-07","50750265","ISENTO","","N","","06","","","UF","PE"
"PE","41.720.127/0001-62","56330300","ISENTO","","N","232-1","06","","","UF","PE"
"PE","17.763.911/0013-07","52040000","076986586","","N","399-9","03","","","UF","PE"
"PE","07.288.166/0001-02","55026060","ISENTO","","N","","06","","","UF","PE"
"PE","61.272.405/0001-73","51020020","125522088","","N","","03","","","UF","PE"
"PE","09.554.163/0001-90","56304160","10964789","","N","","03","","","UF","PE"
"PE","18.727.802/0001-63","50780290","054238307","","N","","03","","","UF","PE"
"PE","41.887.573/0001-66","52021170","ISENTO","","N","","06","","","UF","PE"
"PE","04.752.237/0001-80","51020240","0363075-72","REV","N","","03","","","UF","PE"
"PE","14.402.514/0001-88","53520810","046231269","","N","206-2","03","","","UF","PE"
"PE","11.012.838/0001-11","50050070","ISENTO","","N","","06","","","UF","PE"
"PE","06.180.022/0001-67","55294267","031077790","","N","","03","","","UF","PE"
"PE","00.000.000/1261-01","55315000","ISENTO","","S","203-8","06","UNIAO","","UF","PE"
"PE","42.112.837/0002-53","51160280","115378170","","N","","03","","","UF","PE"
"PE","10.579.324/0001-80","53025030","ISENTO","","N","","06","","","UF","PE"
"PE","06.047.087/0092-76","50100010","ISENTO","","N","","06","","","UF","PE"
"PE","28.707.221/0001-13","51021330","ISENTO","","N","206-2","06","","","UF","PE"
"PE","22.901.909/0001-53","55016560","ISENTO","","N","308-5","06","","","UF","PE"
"PE","35.667.831/0001-04","55014360","ISENTO","","N","399-9","06","","","UF","PE"
"PE","11.888.484/0001-73","56440000","012424900","","N","","03","","","UF","PE"
"PE","42.900.326/0001-15","56320460","097820369","","N","","03","","","UF","PE"
"PE","02.334.619/0001-68","52021180","ISENTO","","N","206-2","06","","","UF","PE"
"PE","07.047.833/0001-57","51160330","ISENTO","","N","","06","","","UF","PE"
"PE","25.404.162/0001-16","50950050","068426070","","N","206-2","03","","","UF","PE"
"PE","00.000.000/0697-10","50060070","ISENTO","","S","203-8","06","UNIAO","","UF","PE"
"PE","00.000.000/6985-04","52041430","","","N","","04","","","UF","PE"
"PE","11.750.616/0001-04","55665000","039462234","","N","","03","","","UF","PE"
"PE","58.219.434/0001-67","53130000","ISENTO","","N","","06","","","UF","PE"
"PE","09.470.230/0005-12","51170000","056473800","","N","205-4","03","","","UF","PE"
"PE","23.181.305/0001-42","55816290","063933144","","N","","03","","","UF","PE"
"PE","24.635.562/0001-70","50960270","ISENTO","","N","206-2","06","","","UF","PE"
"PI","51.383.782/0005-50","64868000","197481868","","N","206-2","03","","","UF","PI"
"PI","05.803.274/0001-32","64200230","194528120","","N","","03","","","UF","PI"
"PI","01.244.023/0001-04","64052150","194434761","","N","","03","","","UF","PI"
"PI","07.128.744/0001-35","64000180","194589943","","N","206-2","03","","","UF","PI"
"PI","22.350.864/0001-76","64548000","196867711","","N","206-2","03","","","UF","PI"
"PI","42.939.853/0001-33","64015610","196968895","","N","","03","","","UF","PI"
"PI","06.840.748/0001-89","64001010","193013835","","N","","03","","","UF","PI"
"PI","69.612.257/0001-09","64018550","194253619","","N","206-2","03","","","UF","PI"
"PI","00.000.000/2525-90","64300000","ISENTO","","S","203-8","06","UNIAO","","UF","PI"
"PI","06.057.223/0538-87","64052345","197109080","","N","204-6","03","","","UF","PI"
"PI","62.895.230/0001-13","64001020","ISENTO","","N","","06","","","UF","PI"
"PI","53.068.337/0001-05","64890000","ISENTO","","N","","06","","","UF","PI"
"PI","83.310.441/0092-54","64076038","196511208","","N","214-3","03","","","UF","PI"
"PI","00.000.000/3957-81","64002475","ISENTO","","S","203-8","06","UNIAO","","UF","PI"
"PI","09.295.258/0001-37","64001370","194691284","","N","206-2","03","","","UF","PI"
"PI","28.329.892/0001-98","64260000","196037328","","N","213-5","03","","","UF","PI"
"PI","13.568.178/0001-85","64212125","194862070","","N","","03","","","UF","PI"
"PI","02.927.004/0003-07","64002450","194550613","","N","206-2","03","","","UF","PI"
"PI","49.505.915/0001-48","64010420","ISENTO","","N","","06","","","UF","PI"
"PI","23.439.441/0056-63","64078840","ISENTO","","N","205-4","06","","","UF","PI"
"PI","21.490.106/0004-33","64905000","195911156","","N","205-4","03","","","UF","PI"
"PI","31.557.815/0001-08","64217150","ISENTO","","N","","06","","","UF","PI"
